Operator,Lessor/Owner,Manager,Lease Type,Aircraft Model,Aircraft Variant,Serial Number,Tail/Registration Number,Status,Role,Operator Country/Territory,Operator Region,Engine Series,Age,Lease From,Lease To,Lease To Derived
easyJet,Aero Capital Solutions Inc,Aero Capital Solutions Inc,Operating^,A320,A319-100,3537,G-EZDI,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,13.583,2020-06-30,,No
easyJet,Aero Capital Solutions Inc,Aero Capital Solutions Inc,Operating^,A320,A319-100,3544,G-EZDJ,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,13.583,2020-06-30,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3548,B-6178,In Service,Passenger,China,Asia: North East Asia,V2500,13.5,2010-05-04,,No
easyJet,Aero Capital Solutions Inc,Aero Capital Solutions Inc,Operating^,A320,A319-100,3555,G-EZDK,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,13.5,2020-06-30,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3561,B-6179,In Service,Passenger,China,Asia: North East Asia,V2500,13.5,2010-05-04,,No
easyJet,Aero Capital Solutions Inc,Aero Capital Solutions Inc,Operating^,A320,A319-100,3569,G-EZDL,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,13.5,2020-06-30,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3578,B-6180,In Service,Passenger,China,Asia: North East Asia,V2500,13.5,2010-05-04,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3580,B-6181,Inactive,Passenger,China,Asia: North East Asia,V2500,13.5,2010-05-04,,No
Volaris,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A319-100,3590,N504VL,In Service,Passenger,Mexico,Latin America: Central America,V2500,13.417,2010-04-13,,No
easyJet,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3608,G-EZDN,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,13.417,2008-08-08,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3634,OE-LQX,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,13.333,2008-09-04,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3638,B-6400,Inactive,Passenger,China,Asia: North East Asia,V2500,12.5,2014-05-04,,No
Eurowings,Unknown,Unknown,Operating^,A320,A319-100,3661,D-ABGN,In Service,Passenger,Germany,Europe: Western Europe,CFM56-5B,13.25,2019-05-17,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3675,OE-LKM,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,13.25,2008-10-08,,No
Eurowings,CLAS 2015-1,Castlelake,Operating^,A320,A319-100,3700,D-ABGQ,In Service,Passenger,Germany,Europe: Western Europe,CFM56-5B,13.83,2008-11-13,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3702,OE-LKP,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,13.167,2008-11-10,,No
Eurowings,DCAL Aviation Finance,Deucalion Aviation,Operating,A320,A319-100,3704,D-ABGR,Inactive,Passenger,Germany,Europe: Western Europe,CFM56-5B,13.83,2019-03-16,2023-09-30,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3720,OE-LKD,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,13.83,2008-11-26,,No
Eurowings,CLAS 2015-1,Castlelake,Operating,A320,A319-100,3728,D-ABGP,In Service,Passenger,Germany,Europe: Western Europe,CFM56-5B,13.83,2010-06-15,2022-06-14,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3735,OE-LQN,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,13,2008-12-09,,No
easyJet,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3742,G-EZDV,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,13,2008-12-15,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3746,OE-LKF,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,13,2008-12-18,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3763,OE-LQD,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.917,2009-01-14,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3774,OE-LQL,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.917,2009-01-22,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3788,OE-LQC,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.917,2009-02-02,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3799,OE-LQA,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.833,2009-02-11,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3808,OE-LQB,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.833,2009-02-17,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3810,OE-LQP,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.833,2009-02-19,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3824,OE-LQM,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.833,2009-03-10,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3842,B-6401,Inactive,Passenger,China,Asia: North East Asia,V2500,12.25,2010-05-04,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3844,OE-LQF,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.75,2009-03-20,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3845,OE-LQQ,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.75,2009-03-19,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,3854,OE-LQR,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.75,2009-04-02,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3914,B-6402,In Service,Passenger,China,Asia: North East Asia,V2500,12.167,2010-04-01,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3958,B-6403,Inactive,Passenger,China,Asia: North East Asia,V2500,12.83,2010-04-01,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,3982,B-6405,Inactive,Passenger,China,Asia: North East Asia,V2500,12.83,2010-04-01,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4040,OE-LQS,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.25,2009-09-18,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4048,OE-LKL,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.25,2009-10-02,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4056,OE-LKC,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.167,2009-10-16,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4069,OE-LKO,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.167,2009-10-16,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4076,OE-LQG,Inactive,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.167,2009-11-03,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4080,OE-LQJ,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.167,2009-11-13,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4087,OE-LQU,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12.167,2009-11-02,,No
easyJet Europe,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4129,OE-LQW,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,12,2009-12-08,,No
easyJet,Easyjet Leasing Ltd,Easyjet Leasing Ltd,Operating^,A320,A319-100,4132,G-EZFT,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,12,2009-12-21,,No
Scoot,Mitsui Bussan Aerospace Company,Mitsui Bussan Aerospace Company,Operating^,A320,A319-100,4215,9V-SBG,Inactive,Passenger,Singapore,Asia: South East Asia,V2500,11.833,2010-03-04,2022-01-31,No
Scoot,Killick Aerospace,Killick Aerospace,Operating^,A320,A319-100,4259,9V-SBH,Inactive,Passenger,Singapore,Asia: South East Asia,V2500,11.75,2010-04-09,2022-03-31,No
West Air,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,4262,B-6412,In Service,Passenger,China,Asia: North East Asia,V2500,11.417,2010-08-03,,No
easyJet,JSA International Aircraft 4327 Ltd,Jackson Square Aviation,Operating^,A320,A319-100,4327,G-EZFV,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.583,2010-11-15,,No
easyJet,JSA International Aircraft 4380 Ltd,Jackson Square Aviation,Operating^,A320,A319-100,4380,G-EZFW,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.417,2010-11-15,,No
easyJet,State Transport Leasing Company (GTLK),State Transport Leasing Company (GTLK),Operating^,A320,A319-100,4385,G-EZFX,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.417,2019-02-14,,No
Spirit Airlines,AASET 2019-2,Carlyle Aviation Partners,Operating,A320,A319-100,4403,N535NK,In Service,Passenger,United States of America,North America,V2500,11.417,2016-12-16,2025-05-31,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,4410,B-6415,Inactive,Passenger,China,Asia: North East Asia,V2500,11.83,2010-12-08,,No
easyJet,State Transport Leasing Company (GTLK),State Transport Leasing Company (GTLK),Operating^,A320,A319-100,4418,G-EZFY,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.333,2019-02-14,,No
Spirit Airlines,AASET 2019-2,Carlyle Aviation Partners,Operating,A320,A319-100,4422,N536NK,In Service,Passenger,United States of America,North America,V2500,11.333,2016-12-15,2025-05-31,No
easyJet,State Transport Leasing Company (GTLK),State Transport Leasing Company (GTLK),Operating^,A320,A319-100,4425,G-EZFZ,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.333,2019-02-14,,No
easyJet,State Transport Leasing Company (GTLK),State Transport Leasing Company (GTLK),Operating^,A320,A319-100,4427,G-EZGA,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.333,2019-02-14,,No
easyJet,State Transport Leasing Company (GTLK),State Transport Leasing Company (GTLK),Operating^,A320,A319-100,4437,G-EZGB,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.25,2018-10-15,,No
easyJet,State Transport Leasing Company (GTLK),State Transport Leasing Company (GTLK),Operating^,A320,A319-100,4444,G-EZGC,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,11.25,2019-02-14,,No
West Air,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,4452,B-6413,In Service,Passenger,China,Asia: North East Asia,V2500,11.25,2010-09-30,,No
Air Guilin,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,4522,B-6417,In Service,Passenger,China,Asia: North East Asia,V2500,11.83,2010-11-29,,No
Beijing Capital Airlines,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,4529,B-6416,In Service,Passenger,China,Asia: North East Asia,V2500,11.83,2010-12-08,,No
easyJet,Stratos,Stratos,Financial^,A320,A319-100,4624,G-EZGE,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,10.833,2011-03-09,,No
easyJet,Commonwealth Bank Of Australia,Commonwealth Bank Of Australia,Operating^,A320,A319-100,4635,G-EZGF,Inactive,Passenger,United Kingdom,Europe: Western Europe,CFM56-5B,10.75,2011-03-16,,No
easyJet Switzerland,easyJet,easyJet,Operating^,A320,A319-100,4705,HB-JYK,In Service,Passenger,Switzerland,Europe: Western Europe,CFM56-5B,10.583,2016-01-08,,No
easyJet Switzerland,easyJet,easyJet,Operating^,A320,A319-100,4717,HB-JYJ,In Service,Passenger,Switzerland,Europe: Western Europe,CFM56-5B,10.583,2015-11-13,,No
easyJet Switzerland,easyJet,easyJet,Operating^,A320,A319-100,4744,HB-JYI,In Service,Passenger,Switzerland,Europe: Western Europe,CFM56-5B,10.583,2015-06-01,,No
easyJet Switzerland,easyJet,easyJet,Operating^,A320,A319-100,4778,HB-JYF,In Service,Passenger,Switzerland,Europe: Western Europe,CFM56-5B,10.417,2014-10-08,,No
easyJet Switzerland,easyJet,easyJet,Operating^,A320,A319-100,4787,HB-JYH,In Service,Passenger,Switzerland,Europe: Western Europe,CFM56-5B,10.417,2015-01-20,,No
West Air,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,4995,B-6421,In Service,Passenger,China,Asia: North East Asia,V2500,9.917,2012-03-27,,No
West Air,Hainan Airlines,Hainan Airlines,Operating^,A320,A319-100,5105,B-6420,In Service,Passenger,China,Asia: North East Asia,V2500,9.667,2012-04-30,,No
Air Canada Rouge,BBV Leasing Fonds GmbH & Co KG,BBV Leasing Fonds GmbH & Co KG,Operating^,A320,A319-100,752,C-GARJ,Inactive,Passenger,Canada,North America,CFM56-5A,24.83,1997-12-14,,No
Air Canada Rouge,BBV Leasing Fonds GmbH & Co KG,BBV Leasing Fonds GmbH & Co KG,Operating^,A320,A319-100,757,C-GARO,Inactive,Passenger,Canada,North America,CFM56-5A,24,1997-12-12,,No
Chengdu Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A319-100,8398,B-1093,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,3.25,2018-10-19,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1123,N503JB,In Service,Passenger,United States of America,North America,V2500,22.167,2020-07-24,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1130,N235NV,In Service,Passenger,United States of America,North America,CFM56-5B,22.83,2018-05-30,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1156,N504JB,Inactive,Passenger,United States of America,North America,V2500,22,2020-07-24,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1171,N231NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.917,2017-02-28,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1173,N505JB,Inactive,Passenger,United States of America,North America,V2500,21.833,2020-08-03,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1208,N240NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.75,2018-02-20,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1210,N232NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.75,2017-06-15,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1221,N241NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.667,2018-04-20,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1229,N218NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.667,2013-10-18,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1235,N506JB,Inactive,Passenger,United States of America,North America,V2500,21.667,2020-08-04,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1255,N219NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.583,2013-06-11,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1262,N220NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.5,2013-09-09,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1270,N509JB,In Service,Passenger,United States of America,North America,V2500,21.5,2020-08-03,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1280,N510JB,In Service,Passenger,United States of America,North America,V2500,21.5,2020-07-28,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1288,N221NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.417,2013-09-24,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1292,N215NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.417,2013-07-24,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1302,N516JB,In Service,Passenger,United States of America,North America,V2500,21.333,2020-07-29,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1318,N216NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.25,2013-09-25,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1327,N517JB,In Service,Passenger,United States of America,North America,V2500,21.25,2020-07-31,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1347,N217NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.167,2013-07-03,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1372,N230NV,In Service,Passenger,United States of America,North America,CFM56-5B,21.83,2017-02-13,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1396,N242NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.917,2018-12-13,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1398,N519JB,In Service,Passenger,United States of America,North America,V2500,20.917,2020-07-28,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1430,N244NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.833,2019-01-29,,No
Iberia Express,AerCap,AerCap,Operating^,A320,A320-200,1439,EC-MEG,In Service,Passenger,Spain,Europe: Western Europe,CFM56-5B,20.833,2015-03-06,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1446,N520JB,Inactive,Passenger,United States of America,North America,V2500,20.75,2020-07-30,,No
Iberia Express,KDAC Aviation Finance,Deucalion Aviation,Operating^,A320,A320-200,1450,EC-MEH,In Service,Passenger,Spain,Europe: Western Europe,CFM56-5B,20.75,2015-03-06,2022-06-04,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1452,N521JB,In Service,Passenger,United States of America,North America,V2500,20.75,2020-09-15,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1461,N243NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.75,2018-12-20,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1467,N234NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.75,2015-11-30,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1506,N523JB,In Service,Passenger,United States of America,North America,V2500,20.583,2020-07-27,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1528,N524JB,In Service,Passenger,United States of America,North America,V2500,20.5,2020-07-24,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1530,N222NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.5,2014-11-26,,No
Allegiant Air,Sunrise Asset Management LLC,Allegiant Air,Financial^,A320,A320-200,1540,N223NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.417,2014-11-13,,No
Allegiant Air,Sunrise Asset Management LLC,Sunrise Asset Management LLC,Financial^,A320,A320-200,1550,N245NV,In Service,Passenger,United States of America,North America,CFM56-5B,20.417,2019-03-28,,No
JetBlue Airways,UMB Bank Trustee,UMB Bank Trustee,Operating^,A320,A320-200,1557,N527JL,In Service,Passenger,United States of America,North America,V2500,20.417,2020-07-29,,No
